class_name,precision,recall,f1-score,support
Barley,0.7320261437908496,0.8,0.764505119453925,140.0
Canola,0.9223300970873787,0.8878504672897196,0.9047619047619048,107.0
Lucerne/Medics,0.906801007556675,0.9473684210526315,0.9266409266409267,380.0
Small grain grazing,0.671875,0.5180722891566265,0.5850340136054422,83.0
Wheat,0.6814159292035398,0.6416666666666667,0.6609442060085837,120.0
