class_name,precision,recall,f1-score,support
Barley,0.6158008658008658,0.6393258426966292,0.6273428886438809,890.0
Canola,0.9377085650723026,0.8920634920634921,0.9143167028199566,945.0
Lucerne/Medics,0.8530054644808743,0.9375375375375375,0.8932761087267524,1665.0
Small grain grazing,0.5144694533762058,0.33402922755741127,0.4050632911392405,479.0
Wheat,0.6534867002156722,0.6606104651162791,0.6570292735814962,1376.0
