class_name,precision,recall,f1-score,support
Barley,0.7088607594936709,0.8,0.7516778523489933,140.0
Canola,0.9306930693069307,0.8785046728971962,0.9038461538461539,107.0
Lucerne/Medics,0.9209183673469388,0.95,0.9352331606217616,380.0
Small grain grazing,0.696969696969697,0.5542168674698795,0.6174496644295302,83.0
Wheat,0.6902654867256637,0.65,0.6695278969957081,120.0
