class_name,precision,recall,f1-score,support
Barley,0.7430555555555556,0.7642857142857142,0.7535211267605634,140.0
Canola,0.9306930693069307,0.8785046728971962,0.9038461538461539,107.0
Lucerne/Medics,0.9151670951156813,0.9368421052631579,0.9258777633289987,380.0
Small grain grazing,0.6447368421052632,0.5903614457831325,0.6163522012578616,83.0
Wheat,0.675,0.675,0.675,120.0
