class_name,precision,recall,f1-score,support
Barley,0.5087719298245614,0.696,0.5878378378378378,125.0
Canola,0.9146341463414634,0.8426966292134831,0.8771929824561403,89.0
Lucerne/Medics,0.8411910669975186,0.952247191011236,0.8932806324110671,356.0
Small grain grazing,0.40816326530612246,0.23529411764705882,0.29850746268656714,85.0
Wheat,0.568,0.4057142857142857,0.47333333333333333,175.0
