class_name,precision,recall,f1-score,support
Barley,0.711864406779661,0.631578947368421,0.6693227091633466,133.0
Canola,0.8686868686868687,0.86,0.864321608040201,100.0
Lucerne/Medics,0.8697674418604651,0.9639175257731959,0.9144254278728606,388.0
Small grain grazing,0.5581395348837209,0.32432432432432434,0.41025641025641024,74.0
Wheat,0.5714285714285714,0.5925925925925926,0.5818181818181818,135.0
