class_name,precision,recall,f1-score,support
1,0.5693430656934306,0.65,0.6070038910505836,120.0
2,0.7238805970149254,0.6928571428571428,0.708029197080292,140.0
3,0.9,0.8411214953271028,0.8695652173913043,107.0
4,0.9153846153846154,0.9394736842105263,0.9272727272727272,380.0
5,0.6086956521739131,0.5060240963855421,0.5526315789473685,83.0
