class_name,precision,recall,f1-score,support
Barley,0.6776232616940582,0.9038785834738617,0.7745664739884393,593.0
Canola,0.9922879177377892,0.9061032863849765,0.947239263803681,426.0
Lucerne/Medics,0.8830188679245283,0.8634686346863468,0.8731343283582089,813.0
Small grain grazing,0.5416666666666666,0.4884393063583815,0.513677811550152,346.0
Wheat,0.4317343173431734,0.3078947368421053,0.35944700460829493,380.0
