true_label,Barley,Canola,Lucerne/Medics,Small grain grazing,Wheat
Barley,86,2,8,7,35
Canola,3,69,5,1,9
Lucerne/Medics,3,1,334,10,4
Small grain grazing,8,4,30,34,12
Wheat,42,0,11,13,99
