class_name,precision,recall,f1-score,support
Barley,0.5137871810995936,0.5549635548284375,0.5335821550583022,273836.0
Canola,0.879582484725051,0.7156728204862639,0.7892069383967449,193105.0
Lucerne/Medics,0.792246153630654,0.9292205325146067,0.8552839258339335,486935.0
Small grain grazing,0.532091642859124,0.25023642897673537,0.34039098784983296,153323.0
Wheat,0.5734914824939381,0.5903090937031366,0.5817787758512638,377426.0
