class_name,precision,recall,f1-score,support
Barley,0.7284768211920529,0.7857142857142857,0.7560137457044673,140.0
Canola,0.9306930693069307,0.8785046728971962,0.9038461538461539,107.0
Lucerne/Medics,0.9183673469387755,0.9473684210526315,0.9326424870466321,380.0
Small grain grazing,0.6984126984126984,0.5301204819277109,0.6027397260273972,83.0
Wheat,0.6585365853658537,0.675,0.6666666666666666,120.0
