class_name,precision,recall,f1-score,support
Barley,0.6033057851239669,0.5289855072463768,0.5637065637065637,138.0
Canola,0.9078947368421053,0.7931034482758621,0.8466257668711656,87.0
Lucerne/Medics,0.8578680203045685,0.9602272727272727,0.9061662198391421,352.0
Small grain grazing,0.6491228070175439,0.42045454545454547,0.5103448275862069,88.0
Wheat,0.6153846153846154,0.6787878787878788,0.6455331412103746,165.0
