class_name,precision,recall,f1-score,support
Barley,0.5268684218967747,0.53982675762135,0.5332688800826829,273836.0
Canola,0.885622569215293,0.7157763910825716,0.7916924416340184,193105.0
Lucerne/Medics,0.7833986844449364,0.9301631634612423,0.8504958247816624,486935.0
Small grain grazing,0.5833059930008749,0.2783013637875596,0.3768186334032454,153323.0
Wheat,0.5884988101000322,0.6185079989189934,0.6031303530044,377426.0
