class_name,precision,recall,f1-score,support
Barley,0.6647593031288543,0.7200527551226112,0.6913021371516672,292673.0
Canola,0.8994572393883926,0.840672411958719,0.8690718950797747,234975.0
Lucerne/Medics,0.8785931974627794,0.9015278656815127,0.8899127890906953,562484.0
Small grain grazing,0.6074932614555256,0.4281778976765393,0.5023123126469572,157911.0
Wheat,0.6361061496942754,0.687512990055342,0.6608112981074451,283871.0
