class_name,precision,recall,f1-score,support
Barley,0.6176470588235294,0.6086956521739131,0.6131386861313869,138.0
Canola,0.9066666666666666,0.7816091954022989,0.8395061728395061,87.0
Lucerne/Medics,0.8383084577114428,0.9573863636363636,0.8938992042440318,352.0
Small grain grazing,0.5576923076923077,0.32954545454545453,0.4142857142857143,88.0
Wheat,0.6363636363636364,0.6363636363636364,0.6363636363636364,165.0
