class_name,precision,recall,f1-score,support
Barley,0.6054421768707483,0.6691729323308271,0.6357142857142857,133.0
Canola,0.8775510204081632,0.86,0.8686868686868687,100.0
Lucerne/Medics,0.9213483146067416,0.845360824742268,0.8817204301075269,388.0
Small grain grazing,0.2807017543859649,0.43243243243243246,0.3404255319148936,74.0
Wheat,0.5304347826086957,0.45185185185185184,0.488,135.0
