class_name,precision,recall,f1-score,support
Barley,0.6164383561643836,0.6521739130434783,0.6338028169014085,138.0
Canola,0.8734177215189873,0.7931034482758621,0.8313253012048193,87.0
Lucerne/Medics,0.8673740053050398,0.9289772727272727,0.897119341563786,352.0
Small grain grazing,0.5256410256410257,0.4659090909090909,0.4939759036144578,88.0
Wheat,0.6533333333333333,0.593939393939394,0.6222222222222222,165.0
