class_name,precision,recall,f1-score,support
Barley,0.6176470588235294,0.631578947368421,0.6245353159851301,133.0
Canola,0.8365384615384616,0.87,0.8529411764705882,100.0
Lucerne/Medics,0.9052631578947369,0.8865979381443299,0.8958333333333334,388.0
Small grain grazing,0.3218390804597701,0.3783783783783784,0.34782608695652173,74.0
Wheat,0.5447154471544715,0.4962962962962963,0.5193798449612403,135.0
