class_name,precision,recall,f1-score,support
Barley,0.5686274509803921,0.6541353383458647,0.6083916083916084,133.0
Canola,0.8529411764705882,0.87,0.8613861386138614,100.0
Lucerne/Medics,0.9086161879895561,0.8969072164948454,0.9027237354085603,388.0
Small grain grazing,0.4186046511627907,0.4864864864864865,0.45,74.0
Wheat,0.5754716981132075,0.45185185185185184,0.5062240663900415,135.0
