class_name,precision,recall,f1-score,support
Barley,0.75177304964539,0.7571428571428571,0.7544483985765125,140.0
Canola,0.9038461538461539,0.8785046728971962,0.8909952606635071,107.0
Lucerne/Medics,0.9181585677749361,0.9447368421052632,0.9312581063553826,380.0
Small grain grazing,0.7164179104477612,0.5783132530120482,0.64,83.0
Wheat,0.6692913385826772,0.7083333333333334,0.6882591093117408,120.0
