class_name,precision,recall,f1-score,support
Barley,0.5443322219723561,0.6099198060152792,0.5752625859571837,273836.0
Canola,0.8980232535743864,0.7243572149866653,0.8018952835759289,193105.0
Lucerne/Medics,0.7838783149061475,0.9315617074147473,0.8513629295548367,486935.0
Small grain grazing,0.6292876591472597,0.26982253151842844,0.3776978417266187,153323.0
Wheat,0.6201796524530081,0.6204951434188424,0.6203373578228554,377426.0
