class,precision,recall,f1-score,support,cross_entropy
Barley,0.18518518518518517,0.5729166666666666,0.27989821882951654,192.0,3.7775744611168425
Canola,0.8588235294117647,0.5289855072463768,0.6547085201793722,138.0,0.5139103929317262
Lucerne/Medics,0.836,0.6156111929307806,0.7090754877014419,1358.0,4.578473618858691
Small grain grazing,0.408955223880597,0.32084309133489464,0.35958005249343833,427.0,3.2569900084769734
Wheat,0.2518703241895262,0.33666666666666667,0.28815977175463625,300.0,3.3304057646319336
accuracy,0.5204968944099378,0.5204968944099378,0.5204968944099378,0.5204968944099378,
macro avg,0.5081668525334145,0.475004624969077,0.4582844101916811,2415.0,
weighted avg,0.637493242429918,0.5204968944099378,0.5577653664760528,2415.0,
