class_name,precision,recall,f1-score,support
Barley,0.5675675675675675,0.672,0.6153846153846154,125.0
Canola,0.95,0.8539325842696629,0.8994082840236687,89.0
Lucerne/Medics,0.8680738786279684,0.9241573033707865,0.8952380952380953,356.0
Small grain grazing,0.5119047619047619,0.5058823529411764,0.5088757396449705,85.0
Wheat,0.6546762589928058,0.52,0.5796178343949044,175.0
