class_name,precision,recall,f1-score,support
Barley,0.5793103448275863,0.6086956521739131,0.5936395759717314,138.0
Canola,0.8947368421052632,0.7816091954022989,0.8343558282208589,87.0
Lucerne/Medics,0.8710526315789474,0.9403409090909091,0.9043715846994536,352.0
Small grain grazing,0.547945205479452,0.45454545454545453,0.4968944099378882,88.0
Wheat,0.6346153846153846,0.6,0.616822429906542,165.0
